"GEO_ID","NAME","B14001_001E","B14001_001M","B14001_002E","B14001_002M","B14001_003E","B14001_003M","B14001_004E","B14001_004M","B14001_005E","B14001_005M","B14001_006E","B14001_006M","B14001_007E","B14001_007M","B14001_008E","B14001_008M","B14001_009E","B14001_009M","B14001_010E","B14001_010M"
"0500000US06047","Merced County, California","250921","1476","87373","3030","4151","951","5084","1118","17233","1769","18816","1831","17917","1279","21987","2965","2185","696","163548","2907"
"0500000US06053","Monterey County, California","409298","1749","121131","3607","5410","1168","6213","1220","25447","2083","26559","2252","23772","1388","28121","2998","5609","1380","288167","3585"
"0500000US06055","Napa County, California","135174","787","35154","1590","1188","439","1531","690","7379","1017","7580","1027","8540","997","8104","1321","832","420","100020","1639"
"0500000US06057","Nevada County, California","96645","670","20824","1481","802","559","563","484","4334","1158","3586","888","5742","1123","5379","1173","418","291","75821","1555"
"0500000US06059","Orange County, California","3003583","3089","864391","10172","49614","3811","38443","3551","156117","5575","166570","5241","179270","3763","229260","7527","45117","3617","2139192","9253"
"0500000US06061","Placer County, California","355388","1220","96441","3600","5178","1234","4886","1189","16321","1654","22875","2382","20667","1489","21477","2440","5037","1473","258947","3534"
"0500000US06065","Riverside County, California","2201274","3018","658651","7924","28225","2627","34129","3218","138200","4879","141905","4522","156308","4263","138353","6312","21531","2865","1542623","7866"
"0500000US06067","Sacramento County, California","1406253","2470","410434","5721","23442","2358","17818","2146","79607","3721","81325","3691","83544","2138","108958","4757","15740","1995","995819","5974"
"0500000US06071","San Bernardino County, California","1999082","4012","627730","7515","28031","3352","32507","3242","122081","5329","130452","5157","150229","4364","143530","6939","20900","2308","1371352","7993"
"0500000US06073","San Diego County, California","3086194","3820","861153","9247","45070","3192","38822","3318","163509","5321","156872","5942","173265","4921","236927","7975","46688","4351","2225041","8856"
"0500000US06075","San Francisco County, California","815038","1582","169712","4268","12681","1769","7338","1292","22362","1865","21692","2380","21991","1402","60865","3872","22783","2137","645326","3925"
"0500000US06077","San Joaquin County, California","674382","1848","206219","4068","11438","1738","11852","1808","42394","2469","46169","3031","48283","2171","41341","2906","4742","1058","468163","3943"
"0500000US06079","San Luis Obispo County, California","268847","976","79172","2980","3615","993","3388","1043","12091","1395","9657","1364","10747","714","37244","3427","2430","896","189675","2865"
"0500000US06081","San Mateo County, California","719385","1822","188059","3919","13560","1825","9332","1512","34186","2604","37158","2516","36132","1857","46359","3017","11332","1620","531326","3941"
"0500000US06083","Santa Barbara County, California","418725","1330","131625","3832","5863","1328","4483","1064","20099","1896","23639","2028","22815","1637","48510","3256","6216","1247","287100","3737"
"0500000US06085","Santa Clara County, California","1791365","2894","503746","6216","31120","1904","25271","2714","99244","3907","95199","3750","93826","2712","126384","4875","32702","3678","1287619","6025"
"0500000US06087","Santa Cruz County, California","259002","1302","79778","3812","3667","1025","4172","1021","10999","1423","11599","1586","12409","1050","33347","3399","3585","1033","179224","3766"
"0500000US06089","Shasta County, California","173860","901","45243","2141","2944","981","2208","687","9771","1120","8054","1091","8257","599","13061","1642","948","421","128617","1961"
"0500000US06095","Solano County, California","408259","1150","110943","3069","5197","1233","5078","1205","21678","2200","22278","2047","24187","1658","29741","2586","2784","725","297316","2939"
"0500000US06097","Sonoma County, California","480116","1597","123622","3765","6540","1491","6093","1417","23148","1752","23367","2073","26816","1821","33917","2921","3741","921","356494","3771"
"0500000US06099","Stanislaus County, California","502212","1683","150499","4425","6832","1671","8056","1421","29695","2384","35408","2536","33227","1778","33821","3144","3460","1060","351713","4301"
"0500000US06101","Sutter County, California","91790","670","26861","1416","1424","555","1546","566","6811","849","5245","1070","6275","1009","5047","1278","513","246","64929","1548"
"0500000US06107","Tulare County, California","431474","1893","135873","2987","6463","1647","8028","1223","34493","2293","32080","2310","31514","1448","20882","2563","2413","986","295601","3088"
"0500000US06111","Ventura County, California","808157","2012","230770","4296","15253","1966","10479","1623","47178","2744","44946","2529","48544","1794","54853","3551","9517","1940","577387","4068"
"0500000US06113","Yolo County, California","196896","994","74746","2638","3334","926","2628","741","9714","1313","9405","1311","10089","1133","32476","2500","7100","1813","122150","2361"
"0500000US06115","Yuba County, California","69042","701","20915","1454","1549","674","1415","520","4540","949","3784","785","4810","812","4258","1188","559","425","48127","1309"
"0500000US08001","Adams County, Colorado","445749","1612","128160","3935","6678","1359","8703","2181","24853","2219","32405","2467","28583","1702","22723","2772","4215","1291","317589","3930"
"0500000US08005","Arapahoe County, Colorado","583646","1499","163520","3907","10318","1516","7822","1262","32987","2218","34964","2333","35152","1887","31532","2415","10745","1895","420126","3509"
"0500000US08013","Boulder County, Colorado","300725","963","93735","2677","5126","1051","3065","767","16267","1314","14137","1496","15105","1139","31773","2302","8262","1344","206990","2608"
"0500000US08031","Denver County, Colorado","622497","1550","151415","4343","12416","1600","8522","1401","30487","2019","25529","2202","23073","1488","36766","3466","14622","2076","471082","4517"
"0500000US08035","Douglas County, Colorado","294429","1015","93426","2684","7956","1226","4918","922","21621","1950","21728","1782","19805","1202","12587","1933","4811","1264","201003","2744"
"0500000US08041","El Paso County, Colorado","628410","1617","192723","4926","10657","1853","9651","1567","37682","2356","34943","2229","36796","1767","52833","3667","10161","1707","435687","4825"
"0500000US08059","Jefferson County, Colorado","535018","1300","138150","3009","8667","1487","6490","1176","28531","1847","25187","2164","28836","1303","31569","2451","8870","1484","396868","3080"
"0500000US08069","Larimer County, Colorado","306296","1059","92852","2787","3983","927","3331","966","14448","1313","15917","1469","14567","1269","35033","2850","5573","1319","213444","2940"
"0500000US08077","Mesa County, Colorado","142217","1010","36304","2164","1938","671","1846","744","6279","1086","8687","1188","6750","687","10442","1958","362","256","105913","2135"
"0500000US08101","Pueblo County, Colorado","155143","873","43325","1843","2309","827","2427","875","8057","1079","9457","1077","9428","939","9950","1428","1697","632","111818","1894"
"0500000US08123","Weld County, Colorado","257123","967","77005","2107","3595","685","4363","848","17885","1489","16836","1645","13745","1108","17311","1747","3270","767","180118","2021"
"0500000US09001","Fairfield County, Connecticut","909263","1668","254053","4472","19585","1988","11648","1356","52185","2566","51448","2626","59058","2267","46980","3522","13149","1984","655210","4246"
"0500000US09003","Hartford County, Connecticut","869480","1817","235636","3832","15653","1847","11370","1905","44571","2677","47006","2818","51202","2396","53906","3315","11928","1768","633844","3853"
"0500000US09005","Litchfield County, Connecticut","183028","591","40332","1815","2471","663","1824","595","8356","1256","9182","1439","9734","1082","6619","906","2146","649","142696","1649"
"0500000US09007","Middlesex County, Connecticut","160388","723","37454","1799","1991","666","2079","670","6633","1244","8064","1190","7911","947","8915","1556","1861","729","122934","1739"
"0500000US09009","New Haven County, Connecticut","836440","2053","225699","4732","11753","1995","8667","1370","41799","3026","42721","2496","47321","2513","56851","4076","16587","2335","610741","4551"
"0500000US09011","New London County, Connecticut","265802","1020","66722","2272","4206","1044","3403","947","13292","1272","12145","1408","14253","1022","16706","2252","2717","632","199080","2267"
"0500000US09013","Tolland County, Connecticut","147597","832","48707","2470","1573","636","2650","966","5755","1145","8155","1239","7307","840","20618","2274","2649","1054","98890","2260"
"0500000US09015","Windham County, Connecticut","114524","518","31159","1463","2018","567","1433","665","5939","978","5858","988","5993","743","8842","1531","1076","408","83365","1538"
"0500000US10001","Kent County, Delaware","163586","939","46791","2324","2324","761","2004","678","8591","1001","10385","1088","8131","822","13452","1688","1904","700","116795","2157"
"0500000US10003","New Castle County, Delaware","528636","1522","143733","3452","8380","1386","7262","1473","28270","2455","27570","2771","27696","1569","32964","2634","11591","1834","384903","3585"
"0500000US10005","Sussex County, Delaware","199348","832","38609","2053","2458","738","1834","586","7711","1061","8683","986","9317","794","7497","1296","1109","506","160739","2047"
"0500000US11001","District of Columbia, District of Columbia","620005","1969","162510","4944","13372","1653","8155","1473","22886","1934","18839","1960","22446","1635","50484","3269","26328","3112","457495","4591"
"0500000US12001","Alachua County, Florida","245866","942","92600","3248","4065","974","3313","947","11128","1239","7975","1321","8775","999","44452","2930","12892","2213","153266","3441"
"0500000US12005","Bay County, Florida","168532","927","40541","2106","3183","1146","2842","1148","7741","1421","7711","1296","8421","1269","9023","1436","1620","750","127991","1947"
"0500000US12009","Brevard County, Florida","535670","1500","117560","3846","8673","1963","5760","1249","22852","1951","22380","2035","26203","1649","27389","2922","4303","856","418110","3842"
"0500000US12011","Broward County, Florida","1776388","2977","470869","8455","29628","2994","21520","2957","92575","3595","94042","3941","95322","3654","109911","6888","27871","3361","1305519","8340"
"0500000US12015","Charlotte County, Florida","161610","753","24120","1893","1864","1014","768","369","3654","1114","6461","1230","6820","1230","3474","1111","1079","825","137490","1644"
"0500000US12017","Citrus County, Florida","136753","633","22461","1948","1179","671","745","395","5032","1027","5645","996","5936","1066","3205","957","719","489","114292","1938"
"0500000US12019","Clay County, Florida","191514","992","56658","2487","3406","1158","2324","885","10385","1762","13156","1818","12638","1564","13122","2214","1627","835","134856","2492"
"0500000US12021","Collier County, Florida","329101","1276","64171","3238","3954","1136","3088","993","12528","1540","15619","2048","12644","1417","13177","2326","3161","1397","264930","3172"
"0500000US12023","Columbia County, Florida","64896","860","14405","1306","1523","784","1207","746","3109","1106","2951","784","2749","840","2699","818","167","189","50491","1153"
"0500000US12031","Duval County, Florida","849133","2527","223018","5435","15545","2407","10764","1805","45335","3060","42697","3518","46728","2871","50022","4270","11927","2373","626115","5166"
"0500000US12033","Escambia County, Florida","292314","1812","74248","3231","3801","1232","4809","1326","11935","1738","14199","2081","15276","1775","21626","2219","2602","915","218066","3199"
"0500000US12035","Flagler County, Florida","97083","690","21561","1754","995","638","983","416","4238","836","4720","1007","4987","981","5098","1365","540","337","75522","1660"
"0500000US12053","Hernando County, Florida","170118","769","36710","1684","1648","541","2032","755","8861","987","7629","1280","6089","869","9307","1576","1144","757","133408","1612"
"0500000US12055","Highlands County, Florida","94906","1058","16351","1650","1159","653","981","472","4218","854","3714","996","3774","753","2239","775","266","239","78555","1175"
"0500000US12057","Hillsborough County, Florida","1242335","2536","341536","6066","19838","2294","17398","2053","66472","3395","65928","3416","69025","2876","83889","4955","18986","2421","900799","6686"
"0500000US12061","Indian River County, Florida","138553","527","28420","1706","2319","817","1020","602","5971","1064","6230","1239","7236","1208","5203","1199","441","385","110133","1660"
"0500000US12069","Lake County, Florida","299407","1142","60317","2832","3529","1261","3520","982","11104","1855","16720","2120","15688","1664","7470","1638","2286","1002","239090","2747"
"0500000US12071","Lee County, Florida","640587","1451","133430","3421","6370","1572","7649","1536","26405","2640","30528","2844","27887","2085","29363","2878","5228","1414","507157","3582"
"0500000US12073","Leon County, Florida","274338","983","104651","4234","5006","1122","3352","1189","12113","1475","12969","1494","13407","1505","48351","3476","9453","1843","169687","4223"
"0500000US12081","Manatee County, Florida","332028","1073","69198","3308","4769","1211","3382","857","15816","2107","16118","1826","15100","1670","10560","1776","3453","1451","262830","3141"
"0500000US12083","Marion County, Florida","328795","1247","68297","2936","4375","1160","3871","1080","16785","1552","13149","1592","15305","1596","12650","2122","2162","1243","260498","2703"
"0500000US12085","Martin County, Florida","148019","647","31373","1795","2095","564","1389","785","6283","1064","5740","1142","6619","1039","7861","1307","1386","730","116646","1778"
"0500000US12086","Miami-Dade County, Florida","2524928","3696","647903","9565","42913","3233","32063","2673","118882","5021","117588","4958","129227","3832","172169","7960","35061","3399","1877025","9707"
"0500000US12087","Monroe County, Florida","73873","642","12363","1138","1119","564","342","239","2321","581","2001","682","3251","885","2835","964","494","478","61510","990"
"0500000US12089","Nassau County, Florida","73555","572","16498","1385","637","389","1288","548","3550","856","2838","798","4489","701","3329","1260","367","287","57057","1400"
"0500000US12091","Okaloosa County, Florida","188034","902","46896","2190","5043","966","2790","944","8800","1411","9204","1456","9845","1126","8968","1533","2246","775","141138","2105"
"0500000US12095","Orange County, Florida","1178960","3505","349663","7672","19757","2558","14845","2734","61379","3766","66099","4571","60114","2978","108877","7038","18592","3096","829297","7898"
"0500000US12097","Osceola County, Florida","286044","1474","81590","3799","3877","1091","3832","1601","14746","2011","20637","2295","19985","2023","16047","3284","2466","1157","204454","3659"
"0500000US12099","Palm Beach County, Florida","1334047","2522","315209","6080","23116","2968","17639","2476","57572","2983","63451","3510","65460","2698","74327","4550","13644","2071","1018838","5794"
"0500000US12101","Pasco County, Florida","459935","1115","104136","3054","6061","1125","5322","941","22531","1668","20634","1926","23582","1395","21554","2336","4452","1159","355799","2948"
"0500000US12103","Pinellas County, Florida","903612","1767","179866","4323","9198","1272","9138","1704","35208","2563","37250","2611","36720","1895","42513","3093","9839","1847","723746","4439"
"0500000US12105","Polk County, Florida","603395","1889","144630","3549","7860","1623","7626","1462","33706","2226","33886","2621","31197","1859","26467","2681","3888","1145","458765","3508"
"0500000US12107","Putnam County, Florida","70740","529","15772","1385","1210","686","888","725","4327","994","3920","770","3317","748","1857","824","253","214","54968","1305"
"0500000US12109","St. Johns County, Florida","204752","910","55738","2737","5584","1398","2544","997","9146","1316","11649","1875","13152","1538","10908","1791","2755","965","149014","2599"
"0500000US12111","St. Lucie County, Florida","278765","1345","67130","3581","3775","1215","5748","1770","13053","2030","15199","2398","14024","1306","13688","2591","1643","886","211635","3108"
"0500000US12113","Santa Rosa County, Florida","156209","824","38233","1861","2201","1064","2606","772","9099","1439","7568","1128","8592","849","6878","1517","1289","666","117976","2060"
"0500000US12115","Sarasota County, Florida","381232","1248","66732","2269","4320","1271","2834","737","13679","1653","13055","1954","17237","1976","13774","2033","1833","711","314500","2408"
"0500000US12117","Seminole County, Florida","421133","1422","116859","4541","6100","1621","3922","1137","20126","2805","22774","2231","26643","2202","30981","3870","6313","1831","304274","4539"
"0500000US12119","Sumter County, Florida","106055","461","9099","1039","659","413","633","468","1697","502","1898","532","2502","638","1593","762","117","157","96956","982"
"0500000US12127","Volusia County, Florida","487789","1590","107388","3774","5249","1096","5464","1299","20351","1826","19562","1874","20641","1627","32189","3167","3932","1115","380401","3786"
"0500000US13013","Barrow County, Georgia","69101","502","20947","1099","1406","527","1030","450","4340","756","4799","1097","5000","820","4037","1004","335","260","48154","1243"
"0500000US13015","Bartow County, Georgia","98472","529","28603","1934","2019","915","1653","868","5034","1137","7156","1757","8086","1528","4105","1195","550","462","69869","1906"
"0500000US13021","Bibb County, Georgia","148385","877","41123","1947","2512","1074","2822","832","7313","1078","9269","1380","8715","989","8452","1513","2040","913","107262","1925"
"0500000US13031","Bulloch County, Georgia","68404","577","29046","2168","760","504","447","339","2975","982","3790","874","2620","657","17675","1979","779","381","39358","2193"
"0500000US13045","Carroll County, Georgia","108838","829","34982","2103","2004","811","1235","583","6582","1302","6806","1406","7296","1096","10232","1919","827","600","73856","2049"
"0500000US13047","Catoosa County, Georgia","63285","508","15760","1484","528","372","759","471","2851","667","4543","1010","3730","762","2985","1245","364","262","47525","1495"
"0500000US13051","Chatham County, Georgia","267418","910","78236","3347","6776","1309","2624","784","15129","1489","13905","1598","12483","1218","23169","2946","4150","1183","189182","3353"
"0500000US13057","Cherokee County, Georgia","216102","1006","60180","2771","3629","927","3655","1428","14786","1872","13869","2275","12011","1228","10403","2367","1827","1120","155922","2809"
"0500000US13059","Clarke County, Georgia","116794","793","50440","2063","1739","616","1324","444","5081","1263","4084","999","4153","1188","28225","2333","5834","1568","66354","1969"
"0500000US13063","Clayton County, Georgia","252311","1453","80976","3507","5292","1237","3344","983","17710","1755","16101","1965","17922","1495","16721","2607","3886","1339","171335","3470"
"0500000US13067","Cobb County, Georgia","691372","2008","202515","4794","13103","1845","11203","2087","39430","2749","40130","2593","41849","1881","44932","3729","11868","2426","488857","5076"
"0500000US13073","Columbia County, Georgia","130681","1065","38332","2367","1124","529","1802","817","8087","1368","9131","1317","9628","1761","7302","1563","1258","530","92349","2126"
"0500000US13077","Coweta County, Georgia","129276","680","34450","1640","3329","874","1352","580","10257","1416","6690","1195","7206","590","4749","1023","867","369","94826","1665"
"0500000US13089","DeKalb County, Georgia","681688","1779","188022","4701","13272","1893","10751","1878","37972","2655","34213","2414","34000","2062","42305","3567","15509","2252","493666","4593"
"0500000US13095","Dougherty County, Georgia","89173","706","32279","1835","2228","634","863","414","6340","971","5395","938","5564","739","10705","1469","1184","660","56894","1692"
"0500000US13097","Douglas County, Georgia","130509","1304","38106","2203","2371","1244","1473","664","7924","1126","9413","1236","9331","1080","5350","1094","2244","1189","92403","1770"
"0500000US13113","Fayette County, Georgia","106833","301","30943","1583","974","418","1372","440","6609","1025","6440","939","8750","947","5179","1151","1619","811","75890","1636"
"0500000US13115","Floyd County, Georgia","93031","687","26201","1801","953","524","1653","671","5899","1087","4070","994","5152","931","6814","1493","1660","823","66830","1973"
"0500000US13117","Forsyth County, Georgia","188546","852","58592","1661","4817","918","3460","646","13029","1003","15671","1252","13084","1014","7295","1191","1236","472","129954","1424"
"0500000US13121","Fulton County, Georgia","947957","2710","284333","5634","23658","2707","12447","2262","53195","3552","50595","3855","50662","2500","72174","5110","21602","3303","663624","5972"
"0500000US13127","Glynn County, Georgia","78141","645","19313","1299","1890","635","1103","448","3350","851","4964","1445","4475","733","3335","969","196","211","58828","1265"
"0500000US13135","Gwinnett County, Georgia","825714","2121","261428","5713","18217","2588","16287","2581","54771","3889","55747","4262","54431","2491","51084","4360","10891","2116","564286","5503"
"0500000US13139","Hall County, Georgia","179628","1295","49526","1852","3198","819","2413","951","11705","1532","12517","1622","10365","694","7842","1438","1486","634","130102","2071"
"0500000US13151","Henry County, Georgia","203505","975","66020","2736","3919","918","2853","1024","14438","1930","14528","2109","15559","1587","11479","2166","3244","1261","137485","2531"
"0500000US13153","Houston County, Georgia","142812","844","43038","2343","2989","1154","2195","906","8838","1456","9652","1533","7643","1017","10372","1982","1349","696","99774","2189"
"0500000US13179","Liberty County, Georgia","59114","657","16850","1343","802","358","927","416","3375","739","3656","736","3557","649","3988","1019","545","354","42264","1413"
"0500000US13185","Lowndes County, Georgia","106848","746","39361","2371","2266","803","2584","869","5786","1172","5366","1086","6830","921","14660","2103","1869","656","67487","2335"
"0500000US13215","Muscogee County, Georgia","194234","961","61086","2582","3612","1054","4003","1067","9080","1152","12053","1810","11129","771","18668","2422","2541","957","133148","2567"
"0500000US13217","Newton County, Georgia","98455","860","30740","1776","2129","1168","1363","662","5212","1030","7231","1426","6419","1181","7114","1309","1272","948","67715","1508"
"0500000US13223","Paulding County, Georgia","141682","954","45538","3168","2256","1041","2877","955","10287","1517","9792","1671","9056","1365","9960","2333","1310","686","96144","3100"
"0500000US13245","Richmond County, Georgia","193538","1045","53616","3260","3141","956","2892","976","8892","1382","11435","1331","9927","1192","13479","2047","3850","1158","139922","3100"
"0500000US13247","Rockdale County, Georgia","84347","662","25008","2072","1019","593","979","657","5879","1220","5335","989","7184","1360","3434","1416","1178","568","59339","1883"
"0500000US13285","Troup County, Georgia","66154","648","17614","1446","1040","508","1170","701","4054","882","3682","870","4656","751","2317","830","695","488","48540","1497"
"0500000US13295","Walker County, Georgia","65732","507","14600","1055","649","363","1210","606","3039","711","3566","917","3334","621","2608","1028","194","191","51132","1126"
"0500000US13297","Walton County, Georgia","81910","757","21109","1557","918","469","1263","672","4390","968","5333","1154","6077","913","2959","796","169","155","60801","1381"
"0500000US13313","Whitfield County, Georgia","98738","717","27321","1720","1222","595","974","521","7563","1023","6408","1152","5148","1175","5646","1532","360","332","71417","1759"
"0500000US15001","Hawaii County, Hawaii","184011","1089","44418","2929","2323","900","2803","951","7481","1397","9614","1362","10520","1302","9925","2088","1752","680","139593","2967"
"0500000US15003","Honolulu County, Hawaii","945086","1778","242271","4508","13334","1586","13141","1489","45384","2386","44414","2181","45354","1723","65759","4014","14885","1985","702815","4584"
"0500000US15007","Kauai County, Hawaii","67204","514","14655","929","661","416","916","452","3857","769","2845","774","3318","586","2253","777","805","485","52549","1095"
"0500000US15009","Maui County, Hawaii","154565","885","37344","2167","3290","1007","2395","816","7480","1137","8711","1036","7084","848","7741","1761","643","426","117221","2188"
"0500000US16001","Ada County, Idaho","403297","1586","116850","3575","6014","1294","6457","1818","22905","2646","26718","2143","22521","2340","27174","2749","5061","1036","286447","3895"
"0500000US16005","Bannock County, Idaho","79382","644","25745","1822","1631","640","1188","431","6401","1260","3677","933","4358","652","6925","1387","1565","602","53637","1649"
"0500000US16019","Bonneville County, Idaho","102009","664","29672","1617","1520","557","1664","539","7334","879","7364","976","7014","934","3933","1047","843","342","72337","1699"
"0500000US16027","Canyon County, Idaho","190035","1137","56553","2470","1796","652","4323","1384","14542","1711","12075","1393","13292","1247","8100","1343","2425","869","133482","2427"
"0500000US16055","Kootenai County, Idaho","138434","983","33610","1864","1437","620","1421","590","7849","1416","8510","1676","8199","614","5062","1609","1132","488","104824","1972"
"0500000US16083","Twin Falls County, Idaho","76604","708","20660","1227","669","412","1064","447","5763","954","4767","981","4368","641","3378","960","651","380","55944","1425"
"0500000US17001","Adams County, Illinois","64500","437","14896","1170","681","358","964","362","3275","607","3735","623","3239","406","2896","844","106","115","49604","1256"
"0500000US17019","Champaign County, Illinois","198350","837","80617","2474","3141","633","2462","892","8197","1226","8555","1249","9227","1166","37458","2490","11577","2066","117733","2400"
"0500000US17031","Cook County, Illinois","5042071","4141","1376342","11098","92433","5176","67101","4718","263435","5242","265634","6549","278103","4928","309325","8389","100311","5078","3665729","11063"
"0500000US17037","DeKalb County, Illinois","100991","620","37321","2460","1532","561","1187","494","4403","777","5544","770","6233","824","14662","2088","3760","1657","63670","2313"
"0500000US17043","DuPage County, Illinois","902809","1969","248332","4129","16586","1983","12039","1481","50380","2411","49293","2392","56491","2118","48935","2657","14608","2156","654477","3992"
"0500000US17089","Kane County, Illinois","505710","1854","152501","3566","9518","1792","9792","1631","32336","2837","33950","2438","34984","1993","26509","2556","5412","1234","353209","3431"
"0500000US17091","Kankakee County, Illinois","108175","734","30994","1552","2596","861","1617","590","6319","809","6606","886","5523","519","7455","1329","878","380","77181","1417"
"0500000US17093","Kendall County, Illinois","113284","1162","35359","3316","2498","966","2347","949","7392","1717","9363","2635","6677","1722","6584","1645","498","505","77925","2663"
"0500000US17097","Lake County, Illinois","680637","1709","196963","3496","13572","1856","10189","1425","42275","2145","40678","2583","47364","1608","35447","2911","7438","1263","483674","3288"
"0500000US17099","LaSalle County, Illinois","108745","514","26788","1350","1607","546","1520","523","5745","886","6171","808","5995","620","5124","1043","626","266","81957","1243"
"0500000US17111","McHenry County, Illinois","298390","1253","86041","2672","5114","1126","4093","1041","16571","1591","20454","1665","20966","1358","16326","1852","2517","775","212349","2400"
"0500000US17113","McLean County, Illinois","168076","770","57946","2193","1900","546","2629","685","9836","945","8445","1042","7881","800","24585","2210","2670","896","110130","2241"
"0500000US17115","Macon County, Illinois","105831","466","27597","1366","2706","605","1570","434","5770","641","4974","707","5687","579","6423","1017","467","247","78234","1260"
"0500000US17119","Madison County, Illinois","257513","959","69528","2570","4270","1013","2931","960","14481","1324","14197","1527","13400","1375","16388","2011","3861","986","187985","2431"
"0500000US17143","Peoria County, Illinois","180149","772","48305","2464","2678","802","3133","886","8421","1066","10136","1218","10650","1110","10851","1514","2436","1095","131844","2201"
"0500000US17161","Rock Island County, Illinois","141776","707","35709","1756","2436","725","2119","635","8252","832","6070","829","6913","796","8404","1480","1515","485","106067","1702"
"0500000US17163","St. Clair County, Illinois","256767","1010","73313","3175","5342","1168","3841","1078","13754","1679","14795","1668","14159","1231","17517","2057","3905","1040","183454","3002"
"0500000US17167","Sangamon County, Illinois","191719","948","49597","1751","3462","892","2706","841","10853","1147","10323","1198","9395","589","9247","1402","3611","804","142122","1782"
"0500000US17179","Tazewell County, Illinois","131037","596","32568","1610","2280","641","1947","614","6255","770","8132","1089","6988","749","6232","1353","734","388","98469","1553"
"0500000US17183","Vermilion County, Illinois","77272","668","17555","1121","1405","608","806","352","4068","706","4231","683","4492","769","2168","604","385","199","59717","1006"
"0500000US17197","Will County, Illinois","657684","1466","203432","3586","12404","1378","10231","1870","42158","2379","44860","2458","45272","2104","40676","2586","7831","1590","454252","3504"
"0500000US17199","Williamson County, Illinois","64584","546","14700","1013","602","282","623","427","3474","654","3150","768","3427","672","3079","726","345","228","49884","972"
"0500000US17201","Winnebago County, Illinois","280383","911","75217","2201","6042","1091","4037","867","15207","1320","15969","1414","15940","1010","15385","1925","2637","780","205166","2023"
"0500000US18003","Allen County, Indiana","348025","1360","102324","2159","6022","1297","4274","911","22921","1723","20939","1815","21074","1174","23967","1818","3127","720","245701","2500"
"0500000US18005","Bartholomew County, Indiana","76532","689","19136","1136","1366","443","1217","462","5350","938","4017","747","3612","346","2596","646","978","550","57396","1104"
"0500000US18019","Clark County, Indiana","107969","941","27103","1798","1447","582","1238","425","5113","887","5406","758","6992","1037","6388","1342","519","288","80866","1660"
"0500000US18035","Delaware County, Indiana","114058","709","37537","1876","1620","653","1259","481","5563","754","4419","880","5569","755","18080","1635","1027","554","76521","1681"
"0500000US18039","Elkhart County, Indiana","192104","960","50580","2024","2952","1016","1997","682","12578","1329","12642","1617","11972","1295","7294","1282","1145","500","141524","2100"
