"GEO_ID","NAME","B14001_001E","B14001_001M","B14001_002E","B14001_002M","B14001_003E","B14001_003M","B14001_004E","B14001_004M","B14001_005E","B14001_005M","B14001_006E","B14001_006M","B14001_007E","B14001_007M","B14001_008E","B14001_008M","B14001_009E","B14001_009M","B14001_010E","B14001_010M"
"0500000US01051","Elmore County, Alabama","78345","276","18985","711","1369","267","805","180","4018","470","4375","447","4575","278","3127","534","716","193","59360","758"
"0500000US01053","Escambia County, Alabama","36300","174","7875","365","351","117","560","171","1848","229","1894","242","2011","161","1104","270","107","57","28425","361"
"0500000US01055","Etowah County, Alabama","99854","272","23061","529","997","192","1325","235","5177","428","5184","376","5468","285","4458","479","452","158","76793","584"
"0500000US01057","Fayette County, Alabama","16069","99","3604","186","182","65","212","85","770","191","872","132","889","101","644","136","35","32","12465","184"
"0500000US01059","Franklin County, Alabama","30223","231","7426","419","243","114","508","143","1712","241","1942","317","1732","179","1221","340","68","52","22797","372"
"0500000US01061","Geneva County, Alabama","25536","145","5667","228","182","108","309","114","1420","209","1327","218","1556","160","796","188","77","46","19869","230"
"0500000US01063","Greene County, Alabama","8190","58","1837","152","54","44","86","51","475","119","459","93","558","128","198","99","7","9","6353","140"
"0500000US01065","Hale County, Alabama","14392","80","3490","198","267","82","169","69","675","128","799","131","942","132","483","131","155","79","10902","189"
"0500000US01067","Henry County, Alabama","16615","93","3517","227","230","80","111","57","750","123","892","138","844","90","595","167","95","81","13098","215"
"0500000US01069","Houston County, Alabama","100371","164","24833","356","1220","146","1304","118","5629","244","5858","228","5632","169","4364","234","826","123","75538","333"
"0500000US01071","Jackson County, Alabama","50612","233","10509","417","503","143","595","161","2643","276","2496","338","2791","211","1268","273","213","154","40103","438"
"0500000US01073","Jefferson County, Alabama","633791","802","165739","1706","11340","726","9410","694","33303","1014","32748","1076","34028","596","35250","1273","9660","801","468052","1663"
"0500000US01075","Lamar County, Alabama","13564","125","3016","194","84","49","167","77","851","157","750","205","699","100","438","131","27","26","10548","199"
"0500000US01077","Lauderdale County, Alabama","89920","236","22423","560","1178","263","1098","228","4474","400","3907","392","4243","254","6811","408","712","171","67497","530"
"0500000US01079","Lawrence County, Alabama","32215","120","7198","334","245","126","458","134","1852","220","1571","190","1713","167","1037","215","322","172","25017","321"
"0500000US01081","Lee County, Alabama","151226","394","54453","1105","2038","346","1856","375","7348","555","7928","666","7209","390","23068","976","5006","587","96773","1186"
"0500000US01083","Limestone County, Alabama","88579","299","21605","701","920","232","987","204","4393","395","5398","377","5440","399","3927","564","540","175","66974","734"
"0500000US01085","Lowndes County, Alabama","9983","59","2253","89","178","63","112","57","446","91","662","95","565","89","230","60","60","48","7730","90"
"0500000US01087","Macon County, Alabama","18824","87","5804","233","326","85","246","82","667","112","666","86","806","95","2928","222","165","56","13020","225"
"0500000US01089","Madison County, Alabama","341065","543","93979","1438","5255","488","4258","438","16547","720","18646","793","18467","620","24744","1293","6062","631","247086","1485"
"0500000US01091","Marengo County, Alabama","19169","127","4829","319","307","163","322","119","918","168","1229","206","1185","175","811","222","57","39","14340","296"
"0500000US01093","Marion County, Alabama","29302","160","6246","285","239","120","354","147","1678","181","1414","202","1527","185","950","161","84","53","23056","282"
"0500000US01095","Marshall County, Alabama","91278","282","22374","585","1347","249","1018","213","5332","363","5709","428","5105","253","3406","415","457","133","68904","662"
"0500000US01097","Mobile County, Alabama","398472","733","103046","1300","6356","637","5246","502","21863","906","21854","859","22730","631","20734","979","4263","488","295426","1359"
"0500000US01099","Monroe County, Alabama","21003","145","4397","272","247","125","241","89","1037","184","1141","181","1229","158","476","166","26","27","16606","278"
"0500000US01101","Montgomery County, Alabama","218130","450","59592","1217","3700","441","3193","384","12459","624","11526","606","11414","453","13307","934","3993","483","158538","1250"
"0500000US01103","Morgan County, Alabama","114883","291","26942","621","1572","285","1684","314","6387","484","5975","443","6551","327","4159","466","614","151","87941","666"
"0500000US01105","Perry County, Alabama","9278","114","2677","246","69","65","140","110","286","134","592","173","697","174","893","198","0","16","6601","257"
"0500000US01107","Pickens County, Alabama","19603","74","4416","224","522","123","252","105","824","156","907","144","1184","144","661","165","66","39","15187","214"
"0500000US01109","Pike County, Alabama","32099","153","11213","469","470","153","279","97","1610","210","1233","182","1546","295","5626","440","449","238","20886","453"
"0500000US01111","Randolph County, Alabama","21795","113","4851","245","180","90","281","124","1104","152","1041","159","1227","141","893","208","125","67","16944","264"
"0500000US01113","Russell County, Alabama","55773","254","14957","500","817","273","958","280","3636","352","2529","332","3039","281","3186","460","792","239","40816","512"
"0500000US01115","St. Clair County, Alabama","83693","321","18668","522","867","229","1172","318","4467","482","4837","396","4394","306","2439","428","492","207","65025","546"
"0500000US01117","Shelby County, Alabama","201452","358","55814","986","3255","395","2856","378","11418","588","11741","543","12416","430","10999","707","3129","487","145638","1028"
"0500000US01119","Sumter County, Alabama","12668","104","4106","282","179","86","243","106","568","163","537","166","770","121","1699","294","110","88","8562","260"
"0500000US01121","Talladega County, Alabama","78265","217","18212","513","829","203","846","218","4044","401","4383","366","4594","305","3127","421","389","116","60053","482"
"0500000US01123","Tallapoosa County, Alabama","39696","200","8799","476","659","221","568","182","2073","262","1799","212","1871","195","1593","347","236","130","30897","460"
"0500000US01125","Tuscaloosa County, Alabama","197060","465","60712","980","2374","333","2322","326","9542","550","9670","542","9565","466","24006","904","3233","446","136348","1053"
"0500000US01127","Walker County, Alabama","62864","222","13441","394","532","161","699","162","3439","328","3056","312","3160","203","2306","284","249","94","49423","432"
"0500000US01129","Washington County, Alabama","16433","60","3971","229","254","138","140","109","583","179","1542","171","852","137","549","218","51","37","12462","224"
"0500000US01131","Wilcox County, Alabama","10609","125","2703","214","158","87","62","66","449","128","977","176","691","123","302","104","64","47","7906","177"
"0500000US01133","Winston County, Alabama","23353","120","4743","264","203","103","263","109","1081","145","1378","158","1131","137","678","163","9","8","18610","251"
"0500000US02013","Aleutians East Borough, Alaska","3290","16","451","80","34","10","30","12","93","22","119","27","133","37","24","13","18","9","2839","88"
"0500000US02016","Aleutians West Census Area, Alaska","5671","20","1022","68","103","25","64","38","283","40","193","30","226","34","96","37","57","19","4649","71"
"0500000US02020","Anchorage Municipality, Alaska","284913","491","77720","1314","3717","430","4034","491","14962","699","15205","745","16443","500","18523","965","4836","501","207193","1299"
"0500000US02050","Bethel Census Area, Alaska","16747","50","5422","113","379","63","388","68","1536","88","1454","97","1322","90","247","59","96","54","11325","107"
"0500000US02060","Bristol Bay Borough, Alaska","881","73","214","33","11","5","22","9","37","11","49","13","60","13","24","9","11","7","667","62"
"0500000US02068","Denali Borough, Alaska","2254","320","371","82","20","19","6","8","55","27","87","37","133","80","50","35","20","15","1883","299"
"0500000US02070","Dillingham Census Area, Alaska","4707","23","1333","69","158","31","99","22","314","33","296","32","333","28","74","30","59","41","3374","64"
"0500000US02090","Fairbanks North Star Borough, Alaska","94999","285","27757","913","1100","305","1555","310","5288","402","4953","461","4606","306","8055","691","2200","397","67242","846"
"0500000US02100","Haines Borough, Alaska","2458","44","425","166","30","22","1","4","128","62","84","52","109","66","47","52","26","37","2033","167"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2071","24","334","52","34","13","29","17","82","27","49","16","79","22","41","43","20","14","1737","52"
"0500000US02110","Juneau City and Borough, Alaska","31359","163","7960","408","618","156","402","113","1522","166","1539","219","1803","192","1485","258","591","174","23399","399"
"0500000US02122","Kenai Peninsula Borough, Alaska","55969","166","12766","403","741","162","609","123","2974","241","2756","237","3189","135","1860","280","637","160","43203","406"
"0500000US02130","Ketchikan Gateway Borough, Alaska","13245","37","3047","103","262","50","148","39","652","68","666","68","717","60","425","81","177","46","10198","99"
"0500000US02150","Kodiak Island Borough, Alaska","13093","100","3515","258","322","91","192","66","766","126","725","148","749","106","589","179","172","81","9578","225"
"0500000US02158","Kusilvak Census Area, Alaska","7523","26","2642","62","286","26","217","17","719","29","661","42","700","35","43","13","16","12","4881","71"
"0500000US02164","Lake and Peninsula Borough, Alaska","1257","298","345","92","39","14","26","11","77","24","90","26","90","26","15","9","8","6","912","212"
"0500000US02170","Matanuska-Susitna Borough, Alaska","96951","213","26854","464","1319","180","1363","183","6163","277","6685","269","6347","260","4094","281","883","148","70097","467"
"0500000US02180","Nome Census Area, Alaska","9278","34","2877","73","238","41","243","28","747","45","769","51","639","32","154","40","87","29","6401","84"
"0500000US02185","North Slope Borough, Alaska","9307","34","2164","107","127","34","196","38","581","64","511","93","502","81","210","64","37","39","7143","103"
"0500000US02188","Northwest Arctic Borough, Alaska","7239","32","2219","69","140","25","180","32","644","48","548","55","538","43","140","39","29","16","5020","69"
"0500000US02195","Petersburg Borough, Alaska","3155","34","678","75","76","23","20","11","178","36","156","29","155","35","61","26","32","17","2477","84"
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6231","25","1401","41","96","22","104","24","308","36","376","35","358","24","103","23","56","19","4830","38"
"0500000US02220","Sitka City and Borough, Alaska","8523","45","2019","113","86","31","54","36","590","68","427","67","483","59","294","74","85","36","6504","108"
"0500000US02230","Skagway Municipality, Alaska","1007","85","158","34","8","5","10","6","35","11","19","8","35","12","42","20","9","5","849","85"
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6557","49","1644","98","49","27","94","36","411","67","485","64","393","43","160","56","52","35","4913","107"
"0500000US02261","Valdez-Cordova Census Area, Alaska","9113","53","2137","185","108","67","147","74","543","110","507","151","444","65","301","139","87","55","6976","190"
"0500000US02275","Wrangell City and Borough, Alaska","2401","22","477","74","27","14","27","15","66","20","125","55","138","36","81","30","13","11","1924","78"
"0500000US02282","Yakutat City and Borough, Alaska","652","69","131","27","9","7","9","6","27","11","38","13","31","11","10","9","7","6","521","63"
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5214","18","1398","44","132","20","94","21","378","30","314","25","314","17","115","27","51","13","3816","43"
"0500000US04001","Apache County, Arizona","68644","152","20626","393","1091","142","1269","159","4439","251","4774","271","5407","238","3501","383","145","51","48018","396"
"0500000US04003","Cochise County, Arizona","121859","299","29774","774","1548","259","1993","294","6028","459","6385","461","6738","409","5921","533","1161","218","92085","771"
"0500000US04005","Coconino County, Arizona","133903","252","48585","924","1836","272","1365","241","6734","474","6643","449","6745","396","22753","947","2509","397","85318","926"
"0500000US04007","Gila County, Arizona","51449","158","10147","323","676","156","452","98","2348","199","2399","247","2525","253","1561","291","186","96","41302","350"
"0500000US04009","Graham County, Arizona","36070","179","10103","336","439","106","521","140","2451","199","2218","247","2240","148","2053","283","181","76","25967","379"
"0500000US04011","Greenlee County, Arizona","8912","71","2371","137","183","46","159","69","481","98","670","98","594","69","260","92","24","22","6541","130"
"0500000US04012","La Paz County, Arizona","19911","101","3368","216","175","57","168","62","945","122","762","111","835","114","420","144","63","37","16543","220"
"0500000US04013","Maricopa County, Arizona","3996434","1888","1093894","4371","53825","1715","56003","1519","230527","2520","230823","2613","235482","2383","233414","3351","53820","1674","2902540","4553"
"0500000US04015","Mohave County, Arizona","199039","380","36874","747","2062","324","1700","306","8781","576","9182","624","8620","477","5552","525","977","276","162165","762"
"0500000US04017","Navajo County, Arizona","103250","246","28636","545","1534","208","1507","199","7281","377","6988","365","6997","309","3677","418","652","164","74614","557"
"0500000US04019","Pima County, Arizona","972596","951","262652","2251","12459","742","11541","797","48615","1069","48517","1203","53037","997","74650","1968","13833","837","709944","2303"
"0500000US04021","Pinal County, Arizona","391108","574","95128","1522","4510","481","5635","583","22460","952","22469","1012","21072","991","15992","1091","2990","442","295980","1628"
"0500000US04023","Santa Cruz County, Arizona","44410","251","12810","487","645","172","818","235","3044","352","2596","350","3600","296","1938","329","169","73","31600","452"
"0500000US04025","Yavapai County, Arizona","215130","397","43585","997","2023","332","2134","401","8383","639","8848","608","8263","351","12203","853","1731","361","171545","1048"
"0500000US04027","Yuma County, Arizona","195444","533","53282","872","3071","411","2414","370","12198","646","11158","641","12608","477","10719","825","1114","233","142162","891"
"0500000US05001","Arkansas County, Arkansas","17655","129","3861","199","327","119","356","114","843","151","802","151","1002","134","468","114","63","42","13794","183"
"0500000US05003","Ashley County, Arkansas","20198","87","5037","233","378","115","239","78","1344","170","1124","230","1022","144","801","241","129","86","15161","228"
"0500000US05005","Baxter County, Arkansas","40011","130","7374","372","611","179","342","120","1760","255","1456","228","1674","174","1372","260","159","105","32637","345"
"0500000US05007","Benton County, Arkansas","241326","483","63285","758","3407","307","3640","377","15456","657","15434","679","14245","475","9571","623","1532","249","178041","861"
"0500000US05009","Boone County, Arkansas","35758","160","8169","363","499","158","507","155","1694","207","2006","237","1865","167","1363","275","235","86","27589","376"
"0500000US05011","Bradley County, Arkansas","10628","82","2579","157","209","92","106","52","772","117","447","100","578","84","382","111","85","48","8049","170"
"0500000US05013","Calhoun County, Arkansas","5072","59","1064","84","115","57","85","37","254","71","154","48","225","67","229","65","2","3","4008","80"
"0500000US05015","Carroll County, Arkansas","26875","119","5785","315","348","122","317","114","1279","205","1572","207","1351","189","773","181","145","83","21090","297"
"0500000US05017","Chicot County, Arkansas","10683","91","2710","203","329","84","179","69","702","112","436","99","629","112","346","91","89","54","7973","174"
"0500000US05019","Clark County, Arkansas","21743","93","7474","298","318","82","192","80","1008","130","964","116","857","100","3869","265","266","132","14269","295"
"0500000US05021","Clay County, Arkansas","14664","91","3159","178","293","81","97","46","823","111","669","130","813","97","439","112","25","19","11505","177"
"0500000US05023","Cleburne County, Arkansas","24693","118","4531","200","284","115","237","71","1059","167","1159","183","1218","109","481","136","93","81","20162","217"
"0500000US05025","Cleveland County, Arkansas","8100","61","2011","150","124","50","98","49","420","84","443","74","592","93","276","91","58","36","6089","130"
"0500000US05027","Columbia County, Arkansas","23046","116","6712","305","363","127","364","124","929","197","997","210","1305","158","2575","250","179","106","16334","320"
"0500000US05029","Conway County, Arkansas","20322","104","4429","223","276","80","233","80","1047","128","1055","118","1078","136","628","152","112","72","15893","247"
"0500000US05031","Craighead County, Arkansas","99972","382","29700","795","2115","370","1812","357","5824","410","5329","457","4825","254","8190","613","1605","270","70272","763"
"0500000US05033","Crawford County, Arkansas","59764","238","15206","544","962","226","873","198","3318","352","3708","385","3804","237","2187","362","354","136","44558","503"
"0500000US05035","Crittenden County, Arkansas","46922","186","13040","368","911","187","839","194","3069","238","3023","282","2810","189","2039","260","349","120","33882","396"
"0500000US05037","Cross County, Arkansas","16598","127","4031","235","283","131","266","103","983","144","871","122","1019","134","504","140","105","53","12567","229"
"0500000US05039","Dallas County, Arkansas","7316","95","1749","210","68","48","86","39","333","109","386","122","535","99","295","100","46","46","5567","134"
"0500000US05041","Desha County, Arkansas","11520","68","3033","200","239","96","186","79","527","133","760","163","898","192","382","138","41","43","8487","188"
"0500000US05043","Drew County, Arkansas","17928","137","5192","454","300","121","173","113","1014","228","699","183","977","124","1963","425","66","54","12736","437"
"0500000US05045","Faulkner County, Arkansas","116739","322","37129","936","2096","311","1600","315","6603","468","5983","392","6141","332","12647","900","2059","400","79610","945"
"0500000US05047","Franklin County, Arkansas","17148","116","4064","215","180","88","84","44","957","188","1072","171","1046","146","614","142","111","82","13084","211"
"0500000US05049","Fulton County, Arkansas","11774","72","2424","175","193","67","103","46","528","88","582","111","588","113","396","118","34","27","9350","182"
"0500000US05051","Garland County, Arkansas","94858","268","20522","698","1539","293","1294","265","4620","366","3985","371","4600","298","3950","578","534","213","74336","688"
"0500000US05053","Grant County, Arkansas","17481","104","4099","185","235","100","275","94","1018","176","908","185","985","88","607","148","71","40","13382","195"
"0500000US05055","Greene County, Arkansas","42418","203","10964","452","787","158","722","259","2731","293","2011","273","2360","211","1970","334","383","141","31454","447"
"0500000US05057","Hempstead County, Arkansas","21019","135","5604","303","298","89","393","140","1117","191","1407","204","1420","163","858","218","111","68","15415","291"
"0500000US05059","Hot Spring County, Arkansas","32542","179","7663","403","740","202","355","137","1732","267","1522","248","1744","258","1317","287","253","126","24879","374"
"0500000US05061","Howard County, Arkansas","12969","100","3285","287","242","92","232","88","558","145","1032","195","670","147","517","137","34","30","9684","259"
"0500000US05063","Independence County, Arkansas","35616","161","8990","357","902","204","551","133","2012","221","1773","261","1892","181","1578","273","282","120","26626","319"
"0500000US05065","Izard County, Arkansas","13140","92","2399","154","173","59","128","48","348","85","688","112","673","77","331","112","58","67","10741","174"
"0500000US05067","Jackson County, Arkansas","16907","88","3530","157","416","104","165","72","867","135","719","114","768","103","513","130","82","50","13377","123"
"0500000US05069","Jefferson County, Arkansas","68766","238","18713","570","1331","306","949","194","3303","352","3731","323","4264","302","4541","408","594","222","50053","517"
"0500000US05071","Johnson County, Arkansas","25104","126","5979","295","156","68","386","123","1231","143","1342","193","1433","151","1320","212","111","59","19125","301"
"0500000US05073","Lafayette County, Arkansas","6851","43","1334","115","127","40","140","64","296","67","270","60","260","73","207","66","34","24","5517","119"
"0500000US05075","Lawrence County, Arkansas","16194","79","4144","193","295","65","136","59","816","129","932","128","837","81","972","156","156","63","12050","190"
"0500000US05077","Lee County, Arkansas","9253","44","1716","118","80","55","111","67","335","110","487","143","435","69","242","96","26","21","7537","120"
"0500000US05079","Lincoln County, Arkansas","13562","71","2327","148","198","77","88","46","543","116","563","96","618","91","265","94","52","47","11235","167"
"0500000US05081","Little River County, Arkansas","12125","84","2536","148","126","67","116","61","685","109","707","120","627","75","219","88","56","34","9589","143"
"0500000US05083","Logan County, Arkansas","21025","86","4872","215","289","78","315","83","1008","152","1051","112","1299","118","812","177","98","58","16153","194"
"0500000US05085","Lonoke County, Arkansas","68567","270","18814","569","1265","263","937","263","4029","343","4344","384","4244","294","3379","451","616","219","49753","556"
"0500000US05087","Madison County, Arkansas","15310","89","3297","183","121","60","125","73","838","148","800","137","974","154","407","110","32","24","12013","184"
"0500000US05089","Marion County, Arkansas","15880","76","2683","141","163","68","117","58","861","125","613","122","565","48","332","112","32","23","13197","143"
"0500000US05091","Miller County, Arkansas","41902","175","9966","354","661","191","449","106","2470","268","2351","228","2214","170","1564","223","257","121","31936","353"
"0500000US05093","Mississippi County, Arkansas","41584","237","10882","442","1031","247","551","180","2486","293","2351","320","2637","218","1537","270","289","130","30702","424"
"0500000US05095","Monroe County, Arkansas","7095","53","1576","118","156","48","89","49","330","62","307","94","411","77","260","79","23","21","5519","107"
"0500000US05097","Montgomery County, Arkansas","8744","53","1588","140","133","63","110","51","377","80","321","71","466","80","163","75","18","15","7156","121"
"0500000US05099","Nevada County, Arkansas","8203","93","1908","169","178","66","126","107","598","143","334","122","408","107","220","109","44","51","6295","191"
"0500000US05101","Newton County, Arkansas","7737","49","1680","142","82","49","111","47","373","79","328","54","430","86","329","135","27","34","6057","146"
"0500000US05103","Ouachita County, Arkansas","23329","129","5184","274","310","120","332","105","1267","223","1265","272","1083","149","796","158","131","79","18145","248"
"0500000US05105","Perry County, Arkansas","9981","88","2378","200","165","68","53","38","689","138","450","94","545","84","398","115","78","86","7603","213"
"0500000US05107","Phillips County, Arkansas","18721","131","5198","294","450","116","287","109","970","171","1241","181","1347","190","783","243","120","76","13523","304"
"0500000US05109","Pike County, Arkansas","10576","64","2347","150","195","73","215","65","548","110","474","99","556","91","303","85","56","31","8229","149"
"0500000US05111","Poinsett County, Arkansas","23069","117","5254","181","284","81","289","100","1208","163","1348","178","1332","86","652","154","141","74","17815","213"
"0500000US05113","Polk County, Arkansas","19513","91","4335","199","358","102","187","69","1040","150","1107","153","1060","86","491","134","92","49","15178","187"
"0500000US05115","Pope County, Arkansas","61129","220","18101","634","1003","257","774","182","3438","314","2983","349","2854","297","6438","541","611","166","43028","644"
"0500000US05117","Prairie County, Arkansas","8051","34","1572","71","177","43","98","43","300","64","411","74","465","52","109","44","12","13","6479","76"
"0500000US05119","Pulaski County, Arkansas","377483","698","97496","1858","7558","738","6300","693","20300","794","17870","949","19314","691","19575","1102","6579","635","279987","1738"
"0500000US05121","Randolph County, Arkansas","16820","81","4194","186","252","77","267","120","783","186","980","171","1053","174","749","126","110","89","12626","199"
"0500000US05123","St. Francis County, Arkansas","25756","154","6122","268","579","178","272","94","1221","219","1250","222","1704","140","989","197","107","55","19634","259"
"0500000US05125","Saline County, Arkansas","112246","309","28159","779","2034","296","1438","314","6308","542","6526","523","5743","304","5069","612","1041","227","84087","781"
"0500000US05127","Scott County, Arkansas","10136","88","2180","134","108","55","79","57","584","104","594","123","530","88","219","83","66","45","7956","135"
"0500000US05129","Searcy County, Arkansas","7698","56","1544","142","105","58","92","50","243","87","419","79","403","76","102","49","180","133","6154","132"
"0500000US05131","Sebastian County, Arkansas","122365","318","32068","700","2148","397","1810","386","7018","506","6523","541","7278","357","6730","591","561","148","90297","720"
"0500000US05133","Sevier County, Arkansas","16436","123","4631","216","407","135","341","131","1136","147","1172","138","901","114","633","159","41","37","11805","219"
"0500000US05135","Sharp County, Arkansas","16554","89","3408","167","136","63","356","125","736","130","911","149","866","85","375","130","28","22","13146","191"
"0500000US05137","Stone County, Arkansas","12048","70","2476","177","124","63","135","67","483","146","627","150","618","137","451","150","38","35","9572","182"
"0500000US05139","Union County, Arkansas","38648","203","10032","353","847","168","701","159","2386","313","1749","309","2325","181","1685","292","339","141","28616","350"
"0500000US05141","Van Buren County, Arkansas","16228","79","3103","178","184","72","142","54","846","150","832","107","685","90","359","129","55","36","13125","172"
"0500000US05143","Washington County, Arkansas","214385","476","69296","1134","3986","465","3293","420","11914","687","12256","710","10997","460","22661","986","4189","529","145089","1157"
"0500000US05145","White County, Arkansas","75587","284","21663","715","892","240","928","245","4255","384","4226","386","3887","282","6406","542","1069","299","53924","720"
"0500000US05147","Woodruff County, Arkansas","6552","46","1257","103","47","35","145","57","385","76","226","65","277","55","140","76","37","38","5295","96"
"0500000US05149","Yell County, Arkansas","20802","112","5176","264","467","142","101","51","1194","165","1183","187","1453","126","734","209","44","34","15626","269"
"0500000US06001","Alameda County, California","1571609","952","416674","2319","26733","905","21612","1020","74624","1261","76040","1370","75623","1134","109816","1815","32226","1241","1154935","2322"
"0500000US06003","Alpine County, California","1192","176","347","79","9","12","2","3","58","19","65","28","127","37","82","44","4","9","845","139"
"0500000US06005","Amador County, California","36350","105","6857","327","258","78","248","113","1260","237","1463","252","1819","185","1556","263","253","110","29493","326"
"0500000US06007","Butte County, California","218051","401","64792","1086","3351","415","2608","312","10335","516","9302","637","10885","446","25884","1041","2427","429","153259","1142"
"0500000US06009","Calaveras County, California","43797","162","7595","418","352","177","364","150","1822","291","1743","238","1993","209","1173","261","148","83","36202","386"
"0500000US06011","Colusa County, California","20550","126","5845","207","324","125","274","83","1424","160","1426","153","1245","131","1095","162","57","42","14705","198"
"0500000US06013","Contra Costa County, California","1086062","794","295449","2103","19117","945","15012","710","57876","1336","61497","1431","63754","895","65437","1807","12756","900","790613","2208"
"0500000US06015","Del Norte County, California","26520","179","5920","299","307","108","268","112","1306","210","1368","239","1266","127","1233","235","172","109","20600","294"
"0500000US06017","El Dorado County, California","179856","320","41661","751","2245","294","2322","334","8452","400","8996","518","10288","428","7941","695","1417","265","138195","755"
